,month,year,polygon_id,pai
0,1,2020,1,3.676016539746567
1,1,2020,2,3.368554249277427
2,1,2020,3,2.606483341383648
3,1,2020,4,3.794207447100216
4,1,2020,5,3.3014650951616407
5,1,2020,6,0.7699258735221819
6,1,2020,7,0.6144912993484268
7,1,2020,8,0.8900656639015069
8,1,2021,1,3.6350973000677183
9,1,2021,2,3.6849168700545345
10,1,2021,3,3.3090991360972355
11,1,2021,4,3.5371314628801804
12,1,2021,5,2.684238316049662
13,1,2021,6,0.7722683178590398
14,1,2021,7,0.6423643025007622
15,1,2021,8,0.6448304449348402
16,1,2022,1,3.675993044561205
17,1,2022,2,3.5139998029142414
18,1,2022,3,3.263096017209441
19,1,2022,4,3.2551869458548115
20,1,2022,5,2.830212061327322
21,1,2022,6,0.943051640645891
22,1,2022,7,0.5451465947195036
23,1,2022,8,1.1691652125493315
24,2,2020,1,3.286509583799303
25,2,2020,2,3.498087753979783
26,2,2020,3,2.739137229889682
27,2,2020,4,3.2436659399819643
28,2,2020,5,3.045190125004185
29,2,2020,6,0.9147594291080953
30,2,2020,7,0.5884438870437754
31,2,2020,8,1.110017120840151
32,2,2021,1,3.20241325595723
33,2,2021,2,3.4611868590894925
34,2,2021,3,3.639132845206727
35,2,2021,4,3.659284977018281
36,2,2021,5,2.5572264783120477
37,2,2021,6,1.0353432028316916
38,2,2021,7,0.600740251604273
39,2,2021,8,1.4974830067974807
40,2,2022,1,3.2730256632765786
41,2,2022,2,3.0430858720335823
42,2,2022,3,2.82644396177452
43,2,2022,4,3.2213595526940084
44,2,2022,5,2.8028904858668686
45,2,2022,6,0.805796705572792
46,2,2022,7,0.5276188564071193
47,2,2022,8,1.1310374348723784
48,3,2020,1,3.610011912796191
49,3,2020,2,3.6591234064939737
50,3,2020,3,3.4466629373193594
51,3,2020,4,3.275990342195427
52,3,2020,5,2.0330234017207807
53,3,2020,6,1.0202567804557645
54,3,2020,7,0.6141711384894244
55,3,2020,8,1.5440878312436062
56,3,2021,1,3.5617703667610927
57,3,2021,2,3.560970360841998
58,3,2021,3,3.0249485141698567
59,3,2021,4,3.5104892534448493
60,3,2021,5,2.9789125670533614
61,3,2021,6,0.7732107066761625
62,3,2021,7,0.5401193469992697
63,3,2021,8,1.0578264853627186
64,3,2022,1,3.3008821005142726
65,3,2022,2,3.137924566506699
66,3,2022,3,2.1605454520666663
67,3,2022,4,3.2714747607333
68,3,2022,5,3.050233698883047
69,3,2022,6,0.8277066264093679
70,3,2022,7,0.5071702961565795
71,3,2022,8,1.0018716411967001
72,4,2019,1,2.968226968947101
73,4,2019,2,2.6968357193372894
74,4,2019,3,3.74147822057292
75,4,2019,4,3.790517744710677
76,4,2019,5,2.8391505465863887
77,4,2019,6,0.8423868267203687
78,4,2019,7,0.5410430810295352
79,4,2019,8,0.8813578837427107
80,4,2020,1,3.32290833939307
81,4,2020,2,2.2099439475249856
82,4,2020,4,2.845580013762706
83,4,2020,5,3.051618910105359
84,4,2020,6,0.7868524444222654
85,4,2020,7,0.5189473147789898
86,4,2020,8,0.911039031881248
87,4,2021,2,3.447530237247996
88,4,2021,4,3.3671286280328
89,4,2021,5,3.065540652257423
90,4,2021,6,0.8923720367063099
91,4,2021,7,0.33011851216891996
92,4,2021,8,1.004067020660284
93,4,2022,1,3.412994105119487
94,4,2022,2,3.1049277712840646
95,4,2022,3,3.398126502417979
96,4,2022,4,3.4433349534017337
97,4,2022,5,2.9350371039711205
98,4,2022,6,0.8050565548465226
99,4,2022,7,0.49931686139590664
100,4,2022,8,1.1838052969711237
101,5,2019,1,3.766816629088975
102,5,2019,2,3.5487020011770425
103,5,2019,3,3.416732554470729
104,5,2019,4,3.632255469766342
105,5,2019,5,3.257397390425041
106,5,2019,6,0.6284618290263252
107,5,2019,7,0.41056946568777564
108,5,2019,8,1.0956055470873338
109,5,2020,1,3.7005750519693685
110,5,2020,2,3.4457681541930967
111,5,2020,3,3.6536187033096237
112,5,2020,4,3.561909545506823
113,5,2020,5,2.9033706352816497
114,5,2020,6,0.7539376657314677
115,5,2020,7,0.4547567621181529
116,5,2020,8,1.1631439012946077
117,5,2021,1,3.6820763150806823
118,5,2021,2,3.3406527459030757
119,5,2021,3,3.2025070158561197
120,5,2021,4,3.350856430073341
121,5,2021,5,3.042410229263721
122,5,2021,6,0.5090757321135625
123,5,2021,7,0.5341939245005529
124,5,2021,8,1.2692688246054247
125,5,2022,1,3.682315456142252
126,5,2022,2,3.071981484245369
127,5,2022,3,3.451615675608327
128,5,2022,4,3.375377003904845
129,5,2022,5,3.193312035676736
130,5,2022,6,0.8483311964265792
131,5,2022,7,0.5424062267522994
132,5,2022,8,1.127646003482804
133,6,2019,1,3.9136493761208238
134,6,2019,2,3.6740335176455132
135,6,2019,3,3.711983886257919
136,6,2019,4,3.804449086474698
137,6,2019,5,3.23726731835916
138,6,2019,6,0.6284992934912593
139,6,2019,7,0.36544061593979504
140,6,2019,8,0.7514501032387314
141,6,2020,1,3.878516032600359
142,6,2020,2,3.609781488225412
143,6,2020,3,3.433540178389544
144,6,2020,4,3.6363361547933852
145,6,2020,5,3.42342650574335
146,6,2020,6,0.6079473625600774
147,6,2020,7,0.44043062933620847
148,6,2020,8,1.1216610643613951
149,6,2021,1,3.8065395152765937
150,6,2021,2,3.401568616253965
151,6,2021,3,3.2256662136067704
152,6,2021,4,3.673207825540483
153,6,2021,5,3.5028040841867405
154,6,2021,6,0.557774837572174
155,6,2021,7,0.27826360854486304
156,6,2021,8,0.8639089590145799
157,6,2022,4,3.0430523600923602
158,6,2022,5,2.964307204055739
159,6,2022,6,1.7750103932227272
160,6,2022,7,0.4835432635865549
161,6,2022,8,1.2071675730328952
162,7,2019,1,3.6083985414618507
163,7,2019,2,3.300292693620919
164,7,2019,3,3.926641581570339
165,7,2019,4,3.8724451814110257
166,7,2019,5,3.558507008656357
167,7,2019,6,0.5908090463178992
168,7,2019,7,0.35976724300124857
169,7,2019,8,0.922967419678518
170,7,2020,2,3.5400007641194273
171,7,2020,4,3.664727625467577
172,7,2020,5,3.279189411694226
173,7,2020,6,0.5972284806388003
174,7,2020,7,0.5269047991836198
175,7,2020,8,0.8992231804912793
176,7,2021,1,3.8323249668521173
177,7,2021,2,3.454089351040972
178,7,2021,3,3.1301113255302595
179,7,2021,4,3.5625663205201414
180,7,2021,5,2.815463989424476
181,7,2021,6,0.764640261288095
182,7,2021,7,0.3753797543167845
183,7,2021,8,1.1661540448414196
184,8,2019,1,3.97396351311022
185,8,2019,2,3.918206750066448
186,8,2019,3,3.4403751684288233
187,8,2019,4,3.8140071882537394
188,8,2019,5,3.132141023134401
189,8,2019,6,0.5699050970534582
190,8,2019,7,0.2635806197287141
191,8,2019,8,0.815286827850075
192,8,2020,1,3.011595412835219
193,8,2020,2,3.5173677653547264
194,8,2020,4,3.7181788411342884
195,8,2020,5,3.2181328812189944
196,8,2020,6,0.5659392103676804
197,8,2020,7,0.35231728605906365
198,8,2020,8,0.9251657129149788
199,8,2021,1,3.695396695888256
200,8,2021,2,3.4571845195249113
201,8,2021,3,3.1035509110192914
202,8,2021,4,3.602891152846909
203,8,2021,5,3.3358594775563137
204,8,2021,6,0.576544327863411
205,8,2021,7,0.34332711363978013
206,8,2021,8,0.8146915863003911
207,9,2019,1,3.786409234653297
208,9,2019,2,3.3606710925682783
209,9,2019,3,3.858018747775219
210,9,2019,4,3.9432628288507083
211,9,2019,5,3.3202331084835404
212,9,2019,6,0.4953480664693879
213,9,2019,7,0.25924543559155494
214,9,2019,8,0.703755974604501
215,9,2020,1,3.7082079033300546
216,9,2020,2,3.465934770254467
217,9,2020,4,3.6689600652689722
218,9,2020,5,3.259178238356886
219,9,2020,6,0.5096917929587541
220,9,2020,7,0.2881898205885064
221,9,2020,8,0.931109823018085
222,9,2021,1,3.782718872174436
223,9,2021,2,3.2442522058259375
224,9,2021,3,3.741775481353236
225,9,2021,4,3.566709695387375
226,9,2021,5,2.9624259395521526
227,9,2021,6,0.5162020826913051
228,9,2021,7,0.27398833481429313
229,9,2021,8,0.48180742940338755
230,10,2019,1,3.5050840149843543
231,10,2019,2,3.3648563682272323
232,10,2019,3,3.433427365440565
233,10,2019,4,3.5332936512361393
234,10,2019,5,3.0247432034585437
235,10,2019,6,0.5787212098845468
236,10,2019,7,0.2808496860427241
237,10,2019,8,0.7203331372804044
238,10,2020,1,2.3378650700322146
