,month,polygon_id,year,temperature,radiation,fpar,datetime
955,10,2,2018,30.239909975669132,15970288.345497426,88.16336461591936,2018-10-01
956,10,2,2019,29.733720626631886,15156058.059093505,88.02349869451697,2019-10-01
957,10,2,2020,29.867322729504203,17382576.611955006,88.50927835051546,2020-10-01
958,10,2,2021,29.921792234659602,16397693.189418275,86.82867856219292,2021-10-01
959,10,2,2022,30.937321666666694,5559101.306585938,87.228,2022-10-01
960,10,3,2010,30.809481368469747,16753319.138728762,85.0359223300971,2010-10-01
961,10,3,2011,28.937058061171623,15849599.54752503,88.55676516329704,2011-10-01
962,10,3,2012,29.667030969031,16775558.045899414,89.38461538461539,2012-10-01
963,10,3,2013,30.01855077605758,17528925.120593444,87.53468801313629,2013-10-01
964,10,3,2014,30.004591102986016,14960982.354697498,89.08653260207191,2014-10-01
965,10,3,2015,32.948396170839494,17918032.96045425,87.893470790378,2015-10-01
966,10,3,2016,31.39028277128698,16901141.03029159,88.11802973977696,2016-10-01
967,10,3,2017,31.624960273612235,15443947.530753626,87.08977900552486,2017-10-01
968,10,3,2018,30.899953028556702,17779328.444579393,89.48257080610021,2018-10-01
969,10,3,2019,29.45592765382018,15015251.854002915,86.5290736984449,2019-10-01
970,10,3,2020,30.082566710555216,17059975.707139257,86.89324116743471,2020-10-01
971,10,3,2021,30.782997205588853,17002855.07381643,87.13033932135728,2021-10-01
972,10,3,2022,30.195812479474576,6158401.579649976,88.47684729064039,2022-10-01
973,10,4,2010,29.345730242592683,18972904.702920258,88.8903448275862,2010-10-01
974,10,4,2011,28.674314057142887,17195096.44753125,88.47546666666666,2011-10-01
975,10,4,2012,29.277782880748052,19941469.39255276,89.1928685349738,2012-10-01
976,10,4,2013,28.06274212625347,18769170.216335528,88.79856199905706,2013-10-01
977,10,4,2014,29.80479716662145,18342993.422764543,88.39851485148515,2014-10-01
978,10,4,2015,30.562134436566392,21081154.669234913,89.55436781609195,2015-10-01
979,10,4,2016,29.601974077007302,18296224.20798227,88.81768388106416,2016-10-01
980,10,4,2017,30.05906036519545,19218653.748998247,88.8544511886697,2017-10-01
981,10,4,2018,29.876953545931883,20603990.321439467,89.3292359604724,2018-10-01
982,10,4,2019,29.404480091985857,17973936.772386275,89.19508154943935,2019-10-01
983,10,4,2020,29.68957624150101,19884852.152840156,89.2624810892587,2020-10-01
984,10,4,2021,29.21919717765323,18630614.915103815,89.01003608479928,2021-10-01
985,10,4,2022,28.92966396779656,7038995.16758882,89.87752161383285,2022-10-01
986,10,5,2010,29.83614683779765,16985019.7234375,87.81640625,2010-10-01
987,10,5,2011,30.20509256161484,15685955.07925022,87.36651053864169,2011-10-01
988,10,5,2012,28.53133432321238,17542603.866376515,90.15570934256056,2012-10-01
989,10,5,2013,28.954443821484666,16232038.524804994,89.49843014128729,2013-10-01
990,10,5,2014,30.099043799956394,16722043.62376907,91.8296903460838,2014-10-01
991,10,5,2015,29.791982082732115,18607931.302951388,91.0,2015-10-01
992,10,5,2016,29.971479166101915,16798099.665030755,90.23673552045362,2016-10-01
993,10,5,2017,29.501848917748948,17554414.60225184,87.89019607843137,2017-10-01
994,10,5,2018,30.16834057706802,17457433.8107712,90.17534456355283,2018-10-01
995,10,5,2019,29.87381161585976,16530760.823254446,89.84937238493724,2019-10-01
