datetime,P-PET,polygon_id,spei_1,spei_3,spei_6,spei_9,spei_12,spei_18
2001-01-01,111.12514381984607,1,0.6462568902142735,,,,,
2002-01-01,-51.004303926261485,1,-1.4887482478961078,-0.2890139645916321,-1.1990776360244215,-0.4383126360254168,-0.7362834370134692,
2003-01-01,13.957954124451303,1,-0.3691563554122812,0.06246607273437066,0.24048892943867328,0.8549650837636209,0.6957485916901166,-0.07825995546841642
2004-01-01,-60.439488099520574,1,-1.7005104243911497,-0.6035610476944717,-0.3481057911504366,0.22974065065499766,0.900534826193053,0.9571788053073734
2005-01-01,-7.914182606068323,1,-0.6946071181446907,-0.8123756991638226,-0.08229696415245573,0.3762552036242866,-0.1133309548029979,-0.5072688490243524
2006-01-01,80.46810975700083,1,0.3878068043473403,-1.2662763247225892,-1.4443132274738624,-1.3704253066830394,-1.2688728917273444,-1.1659522843130743
2007-01-01,66.77675114328264,1,0.25628030689242354,0.6607096735044748,0.3137862822372894,-0.9343094317004341,-1.0261607850001666,-1.6756955914337963
2008-01-01,56.07460275429938,1,0.14553840279395974,-0.17200562047126633,0.17650799847532073,-0.25765214411452075,-0.5071484049877059,-0.49230464686690206
2009-01-01,288.05252514565325,1,1.556268270150362,1.0492525315099257,1.9213413234376635,1.5205109814195465,0.6690340448617531,0.613173558593821
2010-01-01,26.91495046046444,1,-0.1962277694767122,-0.2957017801099934,-0.17003781966100984,0.18235950460669142,0.7504215279738582,1.5764303427722008
2011-01-01,4.833277364786909,1,-0.49956848176437685,-0.8238910654816661,-1.0811219807459627,-1.1724283162445563,-1.446255789820805,-1.294669082773925
2012-01-01,70.60394042655122,1,0.29415301596843757,1.1212362153580173,0.985413742223322,0.9822921324633217,0.6859154207350875,-0.020920146155926942
2013-01-01,47.48546748096544,1,0.051218308401261146,-0.11144082739267284,-0.268452088299353,-0.20761791321314352,0.2536328755045511,0.5463328710899653
2014-01-01,50.25716556802308,1,0.0822052547541634,-0.22093576950871827,0.6253457525488041,0.742007100143495,0.7241910111619324,0.4710844987362823
2015-01-01,236.2150052492383,1,1.358075308804012,1.5856874611816836,2.015818425627403,1.6210294232192048,1.3192793883151768,1.734560555073699
2016-01-01,-39.0917305574058,1,-1.2445141417652725,-2.2636576879861416,-2.229781785321551,-1.7940904854122497,-0.8863617437230309,0.29074584898267924
2017-01-01,142.52180792048154,1,0.8684096414999793,0.5757618336610214,0.10324400615690325,0.2536496172159511,1.108794659942145,-0.1335043071692304
2018-01-01,78.08635854595406,1,0.3657015940714002,-0.4022098260553346,-0.14603738658436438,-1.1760809027492525,-1.5871039700702712,-1.2412812100787987
2019-01-01,247.4912364428241,1,1.4045862391641428,0.9366801212535059,0.1864449142973442,-0.38346804537263884,-1.455810406398435,-1.2887452729823998
2020-01-01,-60.87404974905815,1,-1.7107308364160934,1.0466113465929459,0.5935137923956462,0.8914137316194974,1.0542720994846988,1.1584213128808716
2021-01-01,176.15666696399367,1,1.0692591040693178,1.272074630924616,0.7628370977590384,0.9188741490791409,0.6299353691378502,0.7644897703433671
2022-01-01,-39.22485320655281,1,-1.2471217763906666,-1.59250789480585,-1.119783815933252,-1.1452632331176913,-0.5631411838659082,-0.296478546483708
2001-02-01,-9.868463949461926,1,-0.9954416023801343,,,,,
2002-02-01,71.49379082651103,1,0.056403118117972134,-0.4504581195030524,-0.6279604413406089,-0.6869869214942027,-0.586505661981609,
2003-02-01,173.81236601478332,1,1.3292191696510953,0.6463585117099787,0.8059056349821189,1.0770044159891439,1.006504496520405,0.4117683809425329
2004-02-01,-23.84497617016325,1,-1.1581631078311225,-1.6139201211584553,-1.4285325842262695,-0.7104478826961358,0.2107817668456759,0.4978602713205069
2005-02-01,66.7159304645862,1,-0.007988639991072775,-0.6040136244609488,0.0248803186878972,0.5083267860207115,-0.0065426598055818505,-0.8261944132603423
