,month,polygon_id,year,datetime,precipitation,ET,PET,water_deficit,temperature,radiation,fpar
506,5,7,2022,2022-05-01,4.950774032294225,78.30717079630143,207.70347421102832,-202.7527001787341,30.037417606785574,16619752.378205128,61.61148504273505
507,5,8,2010,2010-05-01,30.315879176710254,105.23154517658615,176.41594340965932,-146.10006423294908,25.52933844274707,11820206.910404624,73.64023362235068
508,5,8,2011,2011-05-01,25.15380942470887,109.10868671341551,165.72188312307742,-140.56807369836855,24.678864751902292,11750058.708177045,73.7914478619655
509,5,8,2012,2012-05-01,51.90519115781057,71.17071368812013,165.4993572148415,-113.59416605703092,28.20303024621925,10394699.366929134,58.255511811023624
510,5,8,2013,2013-05-01,37.62745971752415,94.90279949907246,175.03213165431674,-137.4046719367926,27.325899838268345,11935472.35596855,67.3847986657136
511,5,8,2014,2014-05-01,15.68612293701954,82.9494707608917,168.1935876370281,-152.50746470000854,27.65702531490644,12582103.555555556,63.71680216802168
512,5,8,2015,2015-05-01,37.59358862960964,94.90584077577945,155.79155495745002,-118.19796632784038,25.986013506967765,11241325.226917058,69.12845592070944
513,5,8,2016,2016-05-01,16.22425297656596,71.25090959699773,164.92325621702494,-148.69900324045898,30.25519983574566,12811112.466165414,60.89029391660971
514,5,8,2017,2017-05-01,25.133364955031215,95.4200474269399,173.9837652650926,-148.85040031006136,27.730144575407632,10731819.364836693,69.00277970813065
515,5,8,2018,2018-05-01,16.447704721072405,95.90705603451681,167.64215988288225,-151.19445516180986,26.655105461374955,11637094.795419848,69.2027989821883
516,5,8,2019,2019-05-01,12.753869950018847,112.33029149320774,182.71569377449677,-169.96182382447793,27.760657212965732,12218198.004140787,70.66655164481251
517,5,8,2020,2020-05-01,39.00752765689772,123.42583001520703,179.35555434099032,-140.3480266840926,25.215396113932467,11070629.860896446,77.15829469345698
518,5,8,2021,2021-05-01,11.16443630755145,84.57680312201451,169.29396403365627,-158.1295277261048,28.299228635210337,13578063.42430414,66.28824394659425
519,5,8,2022,2022-05-01,12.938600133762247,96.25142840274978,174.3573238165884,-161.41872368282617,25.388773090597862,13060448.101718213,69.99891179839634
520,6,1,2010,2010-06-01,313.7596392194393,103.04470954226274,125.74158004952785,188.01805916991145,27.670635738831642,11912794.762886599,85.55154639175258
521,6,1,2011,2011-06-01,378.0563735768158,104.29042656163885,125.14878742002114,252.90758615679468,27.357700770077038,10825131.094059406,87.09268426842684
522,6,1,2012,2012-06-01,300.83229104378563,115.41003584343754,141.85778575489698,158.97450528888865,27.2102631722632,12214379.759213759,86.3465055965056
523,6,1,2013,2013-06-01,349.83723543356706,109.76437015886573,132.79941967899566,217.0378157545714,27.33025942285044,12037484.265017668,87.54004711425206
524,6,1,2014,2014-06-01,328.9316452473064,99.42253484284909,121.08390938893899,207.8477358583674,26.40721804511281,9838354.384962406,85.22481203007519
525,6,1,2015,2015-06-01,211.46344753103477,113.31154398415428,140.0140547896004,71.44939274143437,27.0019407158837,10451002.966442954,86.33053691275168
526,6,1,2016,2016-06-01,375.31883295152727,102.00235546755519,124.93179534318072,250.38703760834653,28.303699602498607,10378914.037478706,85.44548551959114
527,6,1,2017,2017-06-01,281.69488934716225,112.0899499882113,138.0237634396398,143.67112590752245,27.65475826972013,12315342.91221374,85.67048346055981
528,6,1,2018,2018-06-01,258.06722683169545,109.32328550832709,137.36144079422334,120.70578603747211,26.20996402877701,10469904.237410072,84.88069544364508
