,time,datetime,month,year,longitude,latitude,precipitation,PET,polygon_id
1849,980985600000,2001-02-01,2,2001,-72.98811683471112,-1.5720517472091626,141.974156036973,146.39545527371493,1
1321,980985600000,2001-02-01,2,2001,-73.88643211883064,-1.5720517472091626,155.2471035271883,169.12777540418836,1
2641,980985600000,2001-02-01,2,2001,-73.43727447677088,-1.1228941051494017,103.03827679157257,175.2333386739095,1
265,980985600000,2001-02-01,2,2001,-73.88643211883064,-2.021209389268923,175.28919517993927,157.34444978502063,1
1,980985600000,2001-02-01,2,2001,-74.3355897608904,-2.021209389268923,189.8934125304222,142.56667200724286,1
3169,980985600000,2001-02-01,2,2001,-74.3355897608904,-0.6737364630896411,65.68433570861816,177.3722275627984,1
1057,980985600000,2001-02-01,2,2001,-74.3355897608904,-1.5720517472091626,146.30722722411156,165.90000534057617,1
2113,980985600000,2001-02-01,2,2001,-74.3355897608904,-1.1228941051494017,86.04075336456299,176.08888414171008,1
1585,980985600000,2001-02-01,2,2001,-73.43727447677088,-1.5720517472091626,145.93152752518654,163.21666696336536,1
3697,980985600000,2001-02-01,2,2001,-73.43727447677088,-0.6737364630896411,72.05779838562012,176.2833374871148,1
3698,983404800000,2001-03-01,3,2001,-73.43727447677088,-0.6737364630896411,415.1298760771752,153.79444148805405,1
3962,983404800000,2001-03-01,3,2001,-72.98811683471112,-0.6737364630896411,431.5790473222732,119.34999704360962,1
2378,983404800000,2001-03-01,3,2001,-73.88643211883064,-1.1228941051494017,348.20522251725197,157.90625,1
2,983404800000,2001-03-01,3,2001,-74.3355897608904,-2.021209389268923,324.8553045913577,131.36250591278076,1
1586,983404800000,2001-03-01,3,2001,-73.43727447677088,-1.5720517472091626,344.7369464337826,153.44999408721924,1
2642,983404800000,2001-03-01,3,2001,-73.43727447677088,-1.1228941051494017,362.60700984299183,167.8305544058482,1
2114,983404800000,2001-03-01,3,2001,-74.3355897608904,-1.1228941051494017,275.93391693383455,120.59860963291592,1
3434,983404800000,2001-03-01,3,2001,-73.88643211883064,-0.6737364630896411,342.2170394062996,126.40249733924864,1
794,983404800000,2001-03-01,3,2001,-72.98811683471112,-2.021209389268923,431.20142617821693,132.0083343187968,1
1850,983404800000,2001-03-01,3,2001,-72.98811683471112,-1.5720517472091626,365.640452131629,162.2148771513076,1
266,983404800000,2001-03-01,3,2001,-73.88643211883064,-2.021209389268923,341.39313930273056,139.1124985218048,1
3170,983404800000,2001-03-01,3,2001,-74.3355897608904,-0.6737364630896411,263.7806496620178,120.125,1
2906,983404800000,2001-03-01,3,2001,-72.98811683471112,-1.1228941051494017,391.19885897636414,165.74666725794472,1
1322,983404800000,2001-03-01,3,2001,-73.88643211883064,-1.5720517472091626,342.56218707561493,190.65000295639038,1
3,986083200000,2001-04-01,4,2001,-74.3355897608904,-2.021209389268923,242.71394117176533,119.62499856948854,1
531,986083200000,2001-04-01,4,2001,-73.43727447677088,-2.021209389268923,277.96044190973043,127.5,1
2907,986083200000,2001-04-01,4,2001,-72.98811683471112,-1.1228941051494017,342.4286600649357,109.9821424484253,1
1059,986083200000,2001-04-01,4,2001,-74.3355897608904,-1.5720517472091626,286.6728141307831,122.43750214576721,1
2643,986083200000,2001-04-01,4,2001,-73.43727447677088,-1.1228941051494017,323.443483710289,113.89285939080374,1
1587,986083200000,2001-04-01,4,2001,-73.43727447677088,-1.5720517472091626,290.0435279458761,113.62499713897705,1
3699,986083200000,2001-04-01,4,2001,-73.43727447677088,-0.6737364630896411,331.6272847056389,115.22726882587781,1
3963,986083200000,2001-04-01,4,2001,-72.98811683471112,-0.6737364630896411,362.56859374046326,114.6818174015392,1
1323,986083200000,2001-04-01,4,2001,-73.88643211883064,-1.5720517472091626,310.7985440790653,116.99999570846558,1
3435,986083200000,2001-04-01,4,2001,-73.88643211883064,-0.6737364630896411,329.8286807537079,115.80681779167868,1
795,986083200000,2001-04-01,4,2001,-72.98811683471112,-2.021209389268923,300.68320110440254,110.06249785423279,1
267,986083200000,2001-04-01,4,2001,-73.88643211883064,-2.021209389268923,249.34860157966614,113.24999570846558,1
3171,986083200000,2001-04-01,4,2001,-74.3355897608904,-0.6737364630896411,362.8441700935364,131.6249942779541,1
2115,986083200000,2001-04-01,4,2001,-74.3355897608904,-1.1228941051494017,350.1319305598736,124.44643122809273,1
2379,986083200000,2001-04-01,4,2001,-73.88643211883064,-1.1228941051494017,331.5366108417511,128.8124942779541,1
3436,988675200000,2001-05-01,5,2001,-73.88643211883064,-0.6737364630896411,443.94644927978516,87.57500147819519,1
532,988675200000,2001-05-01,5,2001,-73.43727447677088,-2.021209389268923,422.47150707244873,105.01250147819519,1
3964,988675200000,2001-05-01,5,2001,-72.98811683471112,-0.6737364630896411,415.10032901167875,140.27500295639038,1
2116,988675200000,2001-05-01,5,2001,-74.3355897608904,-1.1228941051494017,344.2800726890564,94.54999852180481,1
