,month,polygon_id,year,precipitation,ET,PET,datetime,water_deficit
0,1,1,2010,205.0627240455419,141.63399671560498,178.41052234234417,2010-01-01,26.652201703197733
1,1,1,2011,161.77935961243375,128.54296309974617,158.13303088022133,2011-01-01,3.6463287322124245
2,1,1,2012,221.30122691569602,123.9623508584626,152.21011112023118,2012-01-01,69.09111579546484
3,1,1,2013,223.82555816953888,142.72742175123568,176.55402405439725,2013-01-01,47.271534115141634
4,1,1,2014,187.25371336715403,113.581513380571,137.73872812077525,2014-01-01,49.514985246378785
5,1,1,2015,340.54841297083885,87.75511382941482,107.39863810210393,2015-01-01,233.14977486873494
6,1,1,2016,121.96461891291712,128.36137788334736,161.26330104657592,2016-01-01,-39.2986821336588
7,1,1,2017,310.467451998834,134.90998002637477,169.48667063743886,2017-01-01,140.98078136139515
8,1,1,2018,239.40526222368567,129.76517344958484,162.8917668494322,2018-01-01,76.51349537425347
9,1,1,2019,388.18318761928737,116.26885860790888,143.2331967640402,2019-01-01,244.94999085524717
10,1,1,2020,111.74840058259915,138.23577330334146,172.80184576542715,2020-01-01,-61.053445182828
11,1,1,2021,301.46794240367524,110.67848366679759,136.4986104002588,2021-01-01,164.96933200341644
12,1,1,2022,159.3398393910931,152.63671627376925,198.76861055092945,2022-01-01,-39.428771159836344
13,1,2,2010,260.02824803597383,137.21219462042234,172.151715623974,2010-01-01,87.87653241199982
14,1,2,2011,376.594573384667,124.7067966618483,152.2256011487935,2011-01-01,224.3689722358735
15,1,2,2012,418.33411208344296,104.52890383926983,125.12634236214106,2012-01-01,293.20776972130193
16,1,2,2013,205.20175495864447,115.30828172812893,142.94336099549633,2013-01-01,62.25839396314814
17,1,2,2014,381.9939704957943,118.9457910983754,147.24146473792285,2014-01-01,234.75250575787146
18,1,2,2015,332.1950859403525,123.93852473484706,154.06828226671726,2015-01-01,178.12680367363524
19,1,2,2016,185.54592117193855,106.96887656246284,129.65288468014066,2016-01-01,55.893036491797886
20,1,2,2017,324.45102621556475,112.89847994302266,139.4852942086532,2017-01-01,184.96573200691157
21,1,2,2018,235.4552193471663,137.15748531857494,172.2967003430985,2018-01-01,63.158519004067784
22,1,2,2019,328.4650347123905,125.94820570920658,155.54960075705267,2019-01-01,172.91543395533782
23,1,2,2020,197.82439659757645,132.21590844457776,165.74567808383975,2020-01-01,32.0787185137367
24,1,2,2021,432.56808733447815,103.10070758657848,126.16767936728145,2021-01-01,306.4004079671967
25,1,2,2022,235.2559695223856,137.24374382490433,171.36407466736904,2022-01-01,63.891894855016574
26,1,3,2010,200.0320879404294,127.33750318958678,156.57836949988595,2010-01-01,43.45371844054344
27,1,3,2011,269.5841127069373,113.78700403525053,138.71838638519634,2011-01-01,130.86572632174094
28,1,3,2012,280.28605799707725,88.44525647859243,106.01679436985275,2012-01-01,174.26926362722452
29,1,3,2013,229.23002594890644,120.02167707972117,150.41210020883548,2013-01-01,78.81792574007096
30,1,3,2014,195.59455334565192,116.908055738217,144.75993648484857,2014-01-01,50.83461686080335
31,1,3,2015,285.7070232434322,103.69046734978978,126.92393132068695,2015-01-01,158.78309192274526
32,1,3,2016,118.18119661539913,151.73415829251735,187.26846196579115,2016-01-01,-69.08726535039202
33,1,3,2017,409.24317068885074,97.8712382653579,117.35103576139603,2017-01-01,291.8921349274547
34,1,3,2018,242.96137881278992,112.59558542012533,140.9244733018225,2018-01-01,102.03690551096742
35,1,3,2019,347.24436256062626,110.82122032860872,137.36560929126995,2019-01-01,209.8787532693563
36,1,3,2020,158.99506253983148,139.1494302578719,174.7100918672999,2020-01-01,-15.715029327468415
37,1,3,2021,375.7348010132952,102.28599072808049,122.93965552290155,2021-01-01,252.79514549039368
38,1,3,2022,235.50636377399422,135.7849793847624,172.48999346160676,2022-01-01,63.016370312387465
39,1,4,2010,198.8310408872339,126.93447781677528,171.81000124677746,2010-01-01,27.02103964045645
40,1,4,2011,274.0896757131399,102.84037184499995,130.91004825273387,2011-01-01,143.17962746040604
41,1,4,2012,251.80530827198004,102.52367364413487,132.45604889323616,2012-01-01,119.34925937874388
42,1,4,2013,188.10361183730492,103.70281014421144,133.35965371220794,2013-01-01,54.74395812509698
43,1,4,2014,154.30612272318558,129.32388582819289,171.6131062619146,2014-01-01,-17.306983538729014
44,1,4,2015,204.4859722199234,116.38153654890272,151.15868408429336,2015-01-01,53.327288135630056
45,1,4,2016,49.940335154929166,145.5063276708259,232.33262249779855,2016-01-01,-182.3922873428694
46,1,4,2017,518.194724788968,106.11616189486413,129.67669685025632,2017-01-01,388.5180279387116
47,1,4,2018,176.56153087835042,108.12121712272604,140.4737604875379,2018-01-01,36.08777039081252
48,1,4,2019,160.82467853851568,108.48867500036246,143.19048964599344,2019-01-01,17.634188892522246
49,1,4,2020,125.87142209397368,127.68708382747164,164.80386900812198,2020-01-01,-38.9324469141483
