,month,polygon_id,year,datetime,date,precipitation,radiation,temperature,fpar,PET,P-PET
0,1,1,2001,2001-01-01,01-01,287.39521025662475,14445208.203411244,28.27077839851027,88.89482579303173,176.27006643677868,111.12514381984607
1,1,1,2002,2002-01-01,01-02,156.43620471011516,16151537.008212255,29.18592609471671,89.6221198156682,207.44050863637665,-51.004303926261485
2,1,1,2003,2003-01-01,01-03,192.22485851352906,15895040.049273532,29.337065306981952,89.49761546184739,178.26690438907775,13.957954124451305
3,1,1,2004,2004-01-01,01-04,124.21330338870884,16877638.554643083,29.124262345957575,89.34913294797688,184.6527914882294,-60.439488099520574
4,1,1,2005,2005-01-01,01-05,168.05264027323514,16123425.559065066,28.732862329985853,89.2724411603722,175.96682287930346,-7.914182606068323
5,1,1,2006,2006-01-01,01-06,238.0192864820013,14594267.885028427,28.230521456738607,87.89699743095696,157.55117672500046,80.46810975700083
6,1,1,2007,2007-01-01,01-07,243.6742266448931,14347720.256475048,28.315322671156036,87.38214285714285,176.89747550161047,66.77675114328264
7,1,1,2008,2008-01-01,01-08,215.19586506502884,15027130.06822489,28.264172178988357,87.94308453718565,159.12126231072946,56.07460275429938
8,1,1,2009,2009-01-01,01-09,398.33468677676785,13045634.346178142,27.694927344782066,86.87916666666666,110.28216163111458,288.05252514565325
9,1,1,2010,2010-01-01,01-10,205.3254728028086,14981173.761212887,29.53389899126636,89.71793981481481,178.41052234234417,26.91495046046444
10,1,1,2011,2011-01-01,01-11,162.96630824500824,16124337.509791534,29.456846754705282,89.07423067888183,158.13303088022133,4.833277364786909
11,1,1,2012,2012-01-01,01-12,222.8140515467824,14103025.548957676,29.509021367521395,88.8613569321534,152.21011112023118,70.60394042655122
12,1,1,2013,2013-01-01,01-13,224.03949153536269,13851912.675931776,29.63599608940231,89.32321385028041,176.55402405439725,47.48546748096544
13,1,1,2014,2014-01-01,01-14,187.99589368879833,14203641.119393557,28.756102971665545,88.84813153961136,137.73872812077525,50.25716556802308
14,1,1,2015,2015-01-01,01-15,343.6136433513422,11170672.07201516,27.80776923076926,86.594,107.39863810210393,236.2150052492383
15,1,1,2016,2016-01-01,01-16,122.17157048917012,16369278.81111813,29.217183709485518,87.84655172413792,161.26330104657592,-39.091730557405796
16,1,1,2017,2017-01-01,01-17,312.0084785579204,13997792.668351231,28.86592581320148,89.63739376770538,169.48667063743886,142.52180792048154
17,1,1,2018,2018-01-01,01-18,240.97812539538626,13373719.07517372,28.767147450980424,88.32368225686712,162.8917668494322,78.08635854595406
18,1,1,2019,2019-01-01,01-19,390.72443320686426,12314496.146557169,28.411398432790868,87.37474747474748,143.2331967640402,247.49123644282406
19,1,1,2020,2020-01-01,01-20,111.927796016369,15331626.739102969,30.139926172199416,89.49387947269302,172.80184576542715,-60.874049749058145
20,1,1,2021,2021-01-01,01-21,312.65527736425247,13553555.813013267,29.678674489352485,88.49737631184408,136.4986104002588,176.15666696399367
21,1,1,2022,2022-01-01,01-22,159.54375734437664,17445560.883133292,28.774688601109037,89.96666666666667,198.76861055092945,-39.22485320655281
22,1,2,2001,2001-01-01,01-01,328.3960422791034,13623210.56067961,29.18330470840024,86.25716705759709,129.29295908830062,199.1030831908028
23,1,2,2002,2002-01-01,01-02,273.34119855655916,14763269.56553398,29.12235599523522,78.97996661101837,164.87531192213953,108.46588663441963
24,1,2,2003,2003-01-01,01-03,150.880382865378,16286982.126213592,29.763706041632343,88.89740668402777,197.4476448901489,-46.56726202477088
25,1,2,2004,2004-01-01,01-04,231.5218819198967,14889577.46723301,29.1058914081841,88.73562340966922,160.64478693742748,70.87709498246923
26,1,2,2005,2005-01-01,01-05,288.0035674790445,14631203.117718447,28.918121861322305,87.9600309745056,157.35815317593688,130.6454143031076
27,1,2,2006,2006-01-01,01-06,398.02393697361344,12757608.868932039,27.66700720366735,84.64049338146812,136.33420777931266,261.68972919430075
28,1,2,2007,2007-01-01,01-07,265.4161646638825,14565277.725728156,29.230019175846625,88.86355785837651,176.68764688768277,88.72851777619974
29,1,2,2008,2008-01-01,01-08,322.7887099448917,14038083.912621358,28.920714246650288,86.00678087080657,148.87922747221657,173.90948247267514
30,1,2,2009,2009-01-01,01-09,428.03235297802,12491495.088592233,28.552004479283347,85.9632738719832,130.372918976426,297.65943400159404
31,1,2,2010,2010-01-01,01-10,259.64720245993254,15479641.191747572,29.64857584792785,87.4624149659864,172.151715623974,87.49548683595853
32,1,2,2011,2011-01-01,01-11,370.3468050172607,13468217.348300971,28.402466259453202,88.90859728506787,152.2256011487935,218.1212038684672
33,1,2,2012,2012-01-01,01-12,414.1882460086959,13192410.016990291,29.271382398753925,87.69547680783636,125.12634236214106,289.0619036465548
34,1,2,2013,2013-01-01,01-13,208.88854619441102,13620879.322815534,28.687679968701126,87.31311274509804,142.94336099549633,65.94518519891469
35,1,2,2014,2014-01-01,01-14,381.9533757824921,13701467.175970873,29.481058309642293,87.7627682079178,147.24146473792285,234.71191104456926
36,1,2,2015,2015-01-01,01-15,330.63813822832213,13070433.294902913,29.455561103511204,88.15520025839794,154.06828226671726,176.56985596160487
37,1,2,2016,2016-01-01,01-16,183.64896617388553,16687147.231796116,29.258748844807947,87.84210526315789,129.65288468014066,53.99608149374487
38,1,2,2017,2017-01-01,01-17,322.04983824578306,13575297.098300971,29.31661856596991,86.94843049327355,139.4852942086532,182.56454403712988
39,1,2,2018,2018-01-01,01-18,241.894015598789,14621765.610436894,29.837919840126283,88.85388418079096,172.2967003430985,69.59731525569049
40,1,2,2019,2019-01-01,01-19,334.90586896616855,13356920.001213592,29.08886677956537,88.16082659478886,155.54960075705267,179.35626820911588
41,1,2,2020,2020-01-01,01-20,200.29556781704565,15133225.31432039,28.64605100914541,86.83746678476528,165.74567808383975,34.5498897332059
42,1,2,2021,2021-01-01,01-21,422.6905492075439,14707465.0157767,28.941168872085726,85.58070175438597,126.16767936728145,296.52286984026244
43,1,2,2022,2022-01-01,01-22,234.899955054727,15816089.825242719,28.295158355932728,88.76471264367815,171.36407466736904,63.53588038735796
44,1,3,2001,2001-01-01,01-01,295.18493039608,12407369.40875,27.837355555555586,87.49368169398906,153.24475785753026,141.94017253854975
45,1,3,2002,2002-01-01,01-02,245.22982182450593,13868756.6175,28.772194955691916,87.25,154.3580603016938,90.87176152281214
46,1,3,2003,2003-01-01,01-03,118.83857778653503,15566119.98625,29.12518034123478,89.14124513618677,211.2161274862612,-92.37754969972617
47,1,3,2004,2004-01-01,01-04,203.77915617056192,14296734.65625,28.714607043583747,87.777428371768,151.00327670590548,52.77587946465644
48,1,3,2005,2005-01-01,01-05,265.34994430571794,13652577.98125,27.869111228776195,87.32122507122507,133.53495162459447,131.81499268112347
49,1,3,2006,2006-01-01,01-06,231.53017802223565,12297711.6775,27.500539484621807,84.34917617237008,133.51415251557376,98.01602550666189
50,1,3,2007,2007-01-01,01-07,189.18629531666636,13649877.15125,27.15678191137569,86.90462143559489,175.24451983161552,13.94177548505084
51,1,3,2008,2008-01-01,01-08,204.51528872594238,13138083.50625,28.46128287722058,87.79084564860428,150.6562055771915,53.85908314875087
52,1,3,2009,2009-01-01,01-09,278.91976403288544,11942542.14625,27.10612179487182,82.82857142857142,132.5800725690318,146.33969146385363
53,1,3,2010,2010-01-01,01-10,197.65428241297602,13715315.65375,28.532668614875377,87.01749539594843,156.57836949988595,41.075912913090065
54,1,3,2011,2011-01-01,01-11,266.41213794238865,13777289.07375,28.480394994361408,88.62826350941104,138.71838638519634,127.69375155719231
55,1,3,2012,2012-01-01,01-12,287.94600204393265,11908769.1325,27.532070981210886,85.8325635103926,106.01679436985275,181.92920767407992
56,1,3,2013,2013-01-01,01-13,235.61928645700218,13788781.83875,28.576737787901827,87.84935497295048,150.41210020883548,85.20718624816669
57,1,3,2014,2014-01-01,01-14,197.23361456260085,13990702.51125,28.534417478355007,87.55050505050505,144.75993648484857,52.47367807775228
58,1,3,2015,2015-01-01,01-15,295.80869438350203,12859642.02125,27.757232034632068,87.03883972468044,126.92393132068695,168.88476306281507
59,1,3,2016,2016-01-01,01-16,117.9600497828424,16695109.2575,30.793330188492092,88.89206473505612,187.26846196579115,-69.30841218294874
60,1,3,2017,2017-01-01,01-17,414.2271659094095,12446896.56875,27.25086107412342,87.67109929078015,117.35103576139603,296.8761301480135
61,1,3,2018,2018-01-01,01-18,241.14282775491475,13680018.0575,28.478820626151045,86.4304556354916,140.9244733018225,100.21835445309225
62,1,3,2019,2019-01-01,01-19,349.7354042455554,12234428.82875,27.41983062330626,85.44065656565657,137.36560929126995,212.36979495428545
63,1,3,2020,2020-01-01,01-20,158.6195010818541,15680708.2125,29.270302163600316,88.8298034330011,174.7100918672999,-16.090590785445784
64,1,3,2021,2021-01-01,01-21,371.98181160107254,12898445.52625,27.688391359593425,85.42427459306441,122.93965552290155,249.042156078171
65,1,3,2022,2022-01-01,01-22,235.99557668685912,14372187.70375,28.7181021612185,89.28578383641675,172.48999346160676,63.505583225252366
66,1,4,2001,2001-01-01,01-01,316.317274877727,11685479.14,26.88187500000003,78.47368421052632,95.05872799553434,221.25854688219266
67,1,4,2002,2002-01-01,01-02,272.36028731554745,14546743.6175,27.59144628099176,86.1159420289855,130.02805866303495,142.3322286525125
68,1,4,2003,2003-01-01,01-03,53.88193659156561,15996502.34375,27.772100534402167,86.50835905349794,204.2141831010102,-150.3322465094446
69,1,4,2004,2004-01-01,01-04,119.9976094406098,14873943.59375,28.40337546785254,88.95025373931624,200.07939471250597,-80.08178527189617
70,1,4,2005,2005-01-01,01-05,211.9889708071947,13901942.1425,28.787967663421448,88.66090098400984,202.6191361529755,9.369834654219204
71,1,4,2006,2006-01-01,01-06,306.5982874673605,12760765.36125,27.274015748031523,87.26375,148.3412062041811,158.25708126317937
72,1,4,2007,2007-01-01,01-07,105.35721141889691,15052554.285,27.170786516853962,84.33641975308643,169.34283453546144,-63.985623116564526
73,1,4,2008,2008-01-01,01-08,173.9139889575541,12460221.89375,26.337377777777807,85.4,137.92853683129405,35.98545212626004
74,1,4,2009,2009-01-01,01-09,281.14472698569296,13359608.1825,27.94560542797498,85.03508771929825,208.59415826091745,72.5505687247755
75,1,4,2010,2010-01-01,01-10,198.35390502884985,14065493.3575,28.97453216374272,81.62614678899082,171.81000124677746,26.54390378207239
76,1,4,2011,2011-01-01,01-11,272.7607795226574,12863793.0075,25.93316306483304,85.91359289617486,130.91004825273387,141.85073126992353
77,1,4,2012,2012-01-01,01-12,246.53739713080228,12471553.0675,28.33207792207795,84.81924882629107,132.45604889323616,114.08134823756612
78,1,4,2013,2013-01-01,01-13,176.14463686168193,12004865.29125,26.677069182389967,85.7995867768595,133.35965371220794,42.78498314947399
79,1,4,2014,2014-01-01,01-14,152.9790279508382,14066447.27125,27.09595205282805,85.7052495697074,171.6131062619146,-18.634078311076394
80,1,4,2015,2015-01-01,01-15,205.15997131749987,14103746.96875,28.58576865391829,85.35516143701683,151.15868408429336,54.00128723320651
81,1,4,2016,2016-01-01,01-16,49.64748481862247,13891190.24625,28.826865550595265,89.06953551912568,232.33262249779855,-182.68513767917608
82,1,4,2017,2017-01-01,01-17,521.338782825172,13217419.86125,28.410267220902643,88.98331595411888,129.67669685025632,391.6620859749156
